108,30021378,35844059,28753.633,2020-09-09
100,71479719,40659865,434151.03,2020-02-26
86,89965438,16586625,341104.38,2020-01-19
67,31168404,39214550,3060432.5,2020-04-16
147,85318613,86307658,610061.94,2020-07-27
62,91060640,76785561,6406089.5,2020-10-11
26,47517164,6768442,725270.7,2020-04-04
115,6110368,68438591,1607182.4,2020-06-04
108,74168431,91073346,2136414.8,2020-05-18
83,70007356,49478780,1034745.0,2020-01-12
148,57013531,7592912,1288193.0,2020-03-21
152,2512088,21111473,62132.223,2020-07-05
194,22831113,65695736,837791.75,2020-06-10
126,70359694,20445965,4686905.5,2020-09-07
185,35369905,90581144,283940.5,2020-09-30
23,6801108,8721132,387623.16,2020-07-14
92,24394747,73806972,364299.12,2020-08-01
85,25857110,43558791,4032908.0,2020-02-15
199,57697659,51488179,2055413.5,2020-02-06
46,58580177,99249927,3131443.0,2020-05-19
207,62450721,51770319,977294.1,2020-02-01
7,4747157,9915268,7191017.0,2020-10-24
100,46277031,73523943,2006352.0,2020-08-02
117,24975319,61500500,1640842.1,2020-10-19
44,82944736,73071485,3677054.8,2020-05-03
157,23370318,87974581,7297345.5,2020-01-21
224,47327843,73685789,1447675.2,2020-08-07
201,80829718,20141638,1254724.2,2020-05-06
47,14087668,10414462,2168097.2,2020-11-27
75,45761005,39344991,1962508.9,2020-07-25
26,52262683,98367257,139559.42,2020-04-09
102,96614518,54110787,6047059.0,2020-10-13
241,89777242,583045,1231889.0,2020-04-29
193,12589167,46914055,2170644.2,2020-06-08
207,79084104,21130720,1965814.8,2020-12-05
214,28111476,32960903,4361620.5,2020-11-26
141,35121714,22355533,777675.7,2020-05-20
80,84872728,30974548,6173873.0,2020-09-12
7,60422253,26943601,1252357.2,2020-03-15
136,85494803,87444416,3875342.2,2020-04-18
116,41200128,25692342,564121.1,2020-12-14
181,96812764,45301994,7910673.5,2020-12-13
131,48132233,3506334,718865.75,2020-07-14
128,4314517,38358253,4532204.5,2020-06-18
110,29819304,45523758,4525436.5,2020-02-03
172,98745337,6486215,3000317.8,2020-12-10
51,15848653,90279548,147468.19,2020-03-13
108,21302493,78641204,921826.8,2020-01-03
135,18121712,40765962,3307573.0,2020-08-25
201,60914788,31142030,4719221.5,2020-03-12
141,38595421,47721460,5436967.5,2020-06-13
63,21118714,52123454,3129372.2,2020-07-12
31,74544280,23888097,5329971.5,2020-12-08
159,69785605,94452002,3413069.0,2020-01-19
52,32765589,86516558,2824401.2,2020-08-05
25,9762043,61321315,2506189.2,2020-10-16
47,34528515,80571247,701121.94,2020-07-06
176,49124052,26966160,4391555.5,2020-11-21
199,4791864,16692431,4199598.0,2020-08-25
8,53279523,56339693,522749.34,2020-02-16
146,62559400,82532433,3612920.8,2020-04-18
168,77932175,1722390,3615881.8,2020-11-22
59,13074891,27011592,638400.2,2020-11-06
18,72584184,35565548,697180.94,2020-07-27
220,78850131,76870132,373640.6,2020-01-06
65,5956875,6007203,560555.0,2020-07-19
202,55535768,60572030,1514.6395,2020-03-05
248,85759884,8786089,6999764.5,2020-11-17
76,36120173,11965581,1441428.5,2020-06-06
206,4180686,29131477,2274211.5,2020-04-12
57,11518653,38839593,111627.71,2020-07-02
249,13379272,47712574,4828262.5,2020-06-10
67,42799873,34262787,3940205.5,2020-07-02
8,81105356,17254248,2171589.8,2020-02-07
203,72982891,19450390,6800288.0,2020-12-07
164,59563656,90124345,746479.4,2020-07-10
0,20746748,13251667,1083402.4,2020-07-22
38,46852622,59578493,2701737.0,2020-09-15
226,54684657,76650256,216633.48,2020-04-25
201,45477407,59185572,449659.62,2020-06-15
31,50044887,76996182,882601.9,2020-05-10
49,35198407,6568432,1696774.1,2020-04-28
39,32376865,8074292,403293.25,2020-12-02
230,58102423,58140234,537460.44,2020-05-10
32,32586778,69074813,7845376.5,2020-11-25
171,52340073,57836940,410189.44,2020-08-20
168,54811118,21320318,1268434.8,2020-06-21
226,51615783,59086706,2943394.8,2020-02-17
179,93484287,94737436,6777043.5,2020-09-22
62,50527671,64464103,53059.758,2020-01-19
219,73339009,12141488,1701337.8,2020-11-25
158,49538113,37202284,877163.0,2020-07-14
19,36930560,25562885,4900150.5,2020-12-08
158,25806935,22867432,4699.3945,2020-05-26
85,26932253,82557799,3122879.2,2020-12-19
122,83311411,93986633,1941251.1,2020-11-22
81,31982722,64023191,1486547.8,2020-01-30
195,83418411,10507219,6597808.5,2020-04-27
216,37002030,46071113,6269384.5,2020-02-18
84,96593932,36434605,678870.5,2020-05-27
203,66068109,33020840,718493.56,2020-01-27
125,78147537,90263079,3748480.5,2020-11-15
241,62893788,49494441,3309683.0,2020-01-15
249,1481462,58876897,329144.84,2020-05-19
160,27831322,26960845,9177166.0,2020-02-18
167,99761149,36147852,632043.1,2020-12-25
53,87971975,54449652,366740.94,2020-11-07
185,95351389,31115403,4884604.5,2020-11-09
164,78433465,922062,630263.94,2020-02-07
95,76678578,44618947,443758.28,2020-10-29
112,79607438,8501199,4391417.5,2020-05-27
74,85027337,74782882,66777.12,2020-12-17
27,72572258,43425783,525840.7,2020-01-16
136,28222695,56622368,2988432.8,2020-01-04
77,79350483,43616272,357864.3,2020-07-31
235,87880787,82704322,1426610.6,2020-07-14
203,66296424,66269450,3524966.0,2020-03-18
13,68206907,87761431,5358937.0,2020-02-18
196,27248627,37212060,3165783.0,2020-04-27
45,47464970,43816378,867853.06,2020-07-22
128,11990244,30400947,196041.9,2020-02-10
41,34566847,86394730,2865264.0,2020-11-28
115,89622862,11208021,3442270.5,2020-08-12
52,47109849,86724979,1961071.6,2020-05-14
12,24507166,34630762,449435.66,2020-08-16
76,11736346,72407390,634419.3,2020-05-25
92,58387140,44839349,2235698.8,2020-06-08
28,10671795,23282956,3948807.2,2020-01-26
76,89357629,22875428,1908925.2,2020-07-05
199,81628017,1561863,6297262.0,2020-11-21
116,38235454,86436385,1702260.9,2020-03-09
37,11378050,18108194,736839.25,2020-06-06
132,2366783,44159342,2610232.0,2020-10-11
184,87867642,86713983,383342.8,2020-10-03
25,68665825,62544612,4537960.0,2020-08-28
144,35212222,68115038,32852.99,2020-11-07
92,62986947,24658801,503109.47,2020-08-30
91,58477112,85883479,606700.6,2020-09-29
215,63189903,14444026,293523.38,2020-06-07
243,12038645,44762092,357162.3,2020-05-30
238,12991759,64543281,3920676.5,2020-03-18
58,85721005,60398358,3509589.2,2020-12-26
12,91502901,58170435,3745833.5,2020-06-22
17,97411283,90097135,393055.88,2020-09-28
132,45975089,98134011,2134403.2,2020-11-30
188,20791221,1218991,7117297.0,2020-12-26
236,22796368,8847467,726347.06,2020-08-04
228,71467078,93720581,1672521.6,2020-01-21
245,25071179,38515822,418616.12,2020-10-27
94,50258770,9693119,22322.646,2020-09-10
56,77438656,6933238,2400536.2,2020-04-13
232,59760037,23817283,2103911.8,2020-04-18
185,34703651,35743010,1031874.94,2020-09-05
140,89734564,42670556,3825350.0,2020-06-02
211,69054401,90479394,1192595.9,2020-09-25
70,18529301,75495073,2850526.2,2020-01-22
109,86840290,89007046,523242.94,2020-07-29
35,26249489,43686973,794540.9,2020-07-25
210,59455037,58176885,2197231.8,2020-02-27
193,91250734,95512311,1403755.1,2020-03-21
39,83284502,95499778,1260566.0,2020-09-15
199,96153248,4774554,5294844.5,2020-09-26
70,64406651,14117376,851744.2,2020-09-22
97,11581845,96616286,139765.42,2020-05-29
198,16010014,86498375,4957852.0,2020-03-06
231,3850347,2781446,6760894.0,2020-08-29
228,70082335,55865126,231345.23,2020-10-12
48,99356007,75133920,2099082.8,2020-03-03
223,92986777,61409358,2142697.2,2020-02-07
138,37051202,75829182,4634864.5,2020-12-22
2,2525533,31086272,2865935.2,2020-03-20
116,89313013,18280477,183798.95,2020-02-28
220,3178955,77686453,1067070.8,2020-07-23
52,58627966,77744101,343874.1,2020-06-09
50,30335405,44379706,292243.47,2020-06-03
62,35215119,57413667,943645.9,2020-05-31
207,40078716,49946444,1665451.0,2020-07-07
110,48231689,91692270,2393263.0,2020-08-08
49,91468272,46910822,500029.06,2020-03-07
204,45485756,64920896,7103905.5,2020-04-15
71,58776512,65550863,57389.277,2020-04-30
206,77223533,75370032,4879529.5,2020-08-20
222,74871529,39966815,1903772.8,2020-10-05
175,79060729,96035679,2018431.9,2020-08-05
170,74577074,54643851,2264281.2,2020-05-04
137,35468492,16644349,156416.33,2020-09-20
33,79332936,76753150,34025.824,2020-03-18
